critic,fresh,imdb,publication,quote,review_date,rtid,title
Mike Clark,rotten,113101,USA Today,"Four Rooms has been cut substantially since a disastrous September reception at the Toronto Film Festival, though it's hard to imagine it running any longer.",1/01/2000,13075,Four Rooms
Roger Ebert,rotten,113101,Chicago Sun-Times,"The four segments are widely different in quality. On the useful scale of the Michelin guides, one is worth a trip, another is worth a detour, and the other two are a colossal waste of bandwidth.",1/01/2000,13075,Four Rooms
Hal Hinson,rotten,113101,Washington Post,Four Rooms asserts itself as a goof so laboriously and aggressively that you almost feel pinned back in your seat.,1/01/2000,13075,Four Rooms
Edward Guthmann,rotten,113101,San Francisco Chronicle,"The result is a batch of shrill, self-indulgent sketches that turn so wretched in spots you start to wonder if the filmmakers wanted them to be bad.",1/01/2000,13075,Four Rooms
Desson Thomson,rotten,113101,Washington Post,The segments are uniformly weak.,1/01/2000,13075,Four Rooms
James Berardinelli,rotten,113101,ReelViews,Four Rooms has to be one of 1995's major disappointments.,1/01/2000,13075,Four Rooms
Susan Wloszczyna,rotten,112281,USA Today,"There's so little to watch besides Carrey, in fact, it makes you actually miss (gasp!) Sean Young from Ace 1.",1/01/2000,10604,Ace Ventura: When Nature Calls
Brian Lowry,rotten,113845,Variety,Bounces along with a lame script and inconsistent pace.,26/03/2009,14560,Money Train
Nigel Floyd,rotten,113845,Time Out,Hardly worth the four-year wait.,24/06/2006,14560,Money Train
Stephen Holden,fresh,113845,New York Times,"More viscerally charged than ""Speed"" and hipper than ""Die Hard With a Vengeance,"" the movie is a careening, screeching joyride that showers sparks like fireworks.",20/05/2003,14560,Money Train
Kenneth Turan,fresh,113845,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",13/02/2001,14560,Money Train
Hal Hinson,rotten,113845,Washington Post,"Even if they only charged a token, it would be too much.",1/01/2000,14560,Money Train
Mike Clark,rotten,113845,USA Today,"It's stupid, but also breezier than the year's other 12-score releases not worth a second look.",1/01/2000,14560,Money Train
Ken Tucker,rotten,113845,Entertainment Weekly,"A big, noisy headache of a movie...",22/11/1995,14560,Money Train
David Ansen,fresh,113161,Newsweek,"Hollywood has been in love with mobsters since the beginning of movies. But the other side of the equation has seldom been considered. That is, until now.",7/05/2008,13680,Get Shorty
Variety Staff,fresh,113161,Variety,A drolly offbeat look at Hollywood mores dedicated to the proposition that the best preparation for becoming a film producer is a stint in the criminal underworld.,7/05/2008,13680,Get Shorty
Jonathan Rosenbaum,fresh,113161,Chicago Reader,An entertaining comedy-thriller adapted by Scott Frank from the Elmore Leonard best-seller and directed with bounce (if not much nuance) by Barry Sonnenfeld.,7/05/2008,13680,Get Shorty
,fresh,113161,Time Out,Everything clicks.,24/06/2006,13680,Get Shorty
Janet Maslin,fresh,113161,New York Times,"It's part of the joke here that Chili is a die-hard cineaste and loves reminiscing about smart, stylish tough-guy films he has enjoyed. Get Shorty belongs on that list.",20/05/2003,13680,Get Shorty
Edward Guthmann,fresh,113161,San Francisco Chronicle,"It's Travolta -- smooth, commanding, handsome as ever, a cool, rhythmic bop in his walk -- who owns the film.",18/06/2002,13680,Get Shorty
Peter Travers,fresh,113161,Rolling Stone,The result is one of the best movies of the year and by far the most entertaining.,12/05/2001,13680,Get Shorty
Kenneth Turan,fresh,113161,Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,13/02/2001,13680,Get Shorty
Hal Hinson,fresh,113161,Washington Post,Irresistibly charming.,1/01/2000,13680,Get Shorty
,fresh,113161,USA Today,"Minor, but amusingly droll.",1/01/2000,13680,Get Shorty
Roger Ebert,fresh,113161,Chicago Sun-Times,"One of the pleasures of Get Shorty is watching the way the plot moves effortlessly from crime to the movies - not a long distance, since both industries are based on fear, greed, creativity and intimidation.",1/01/2000,13680,Get Shorty
Desson Thomson,fresh,113161,Washington Post,"This comic potboiler about gangsters in Hollywood would be a great piece of fun even without Travolta. But as a loan shark from Miami with a charming bedside manner and bigtime movie dreams, he raises the fun quotient into the sublime.",1/01/2000,13680,Get Shorty
James Berardinelli,fresh,113161,ReelViews,"While it's quite possible for the cinematically unaware to enjoy this film, this is a real treat for movie buffs. The story is as much about the love of motion pictures as it is about gangsters.",1/01/2000,13680,Get Shorty
Mike Clark,rotten,112722,USA Today,"Copycat, despite two tough-babe leads to kill for, flies in more directions than scattered kitty litter.",1/01/2000,14047,Copycat
David Jenkins,rotten,1186367,Time Out,A garish and poorly filmed chop-socky frolic that makes about as much sense as an Escher painting viewed through Vaseline-smudged Ray-Bans.,22/01/2010,770780587,Ninja Assassin
Kevin Lee,rotten,1186367,Time Out New York,Perhaps such phenomenal slaughter is best left to the imagination.,2/12/2009,770780587,Ninja Assassin
A.O. Scott,rotten,1186367,At the Movies,"The problem is that the fight sequences -- the only reason anyone sees a movie like this in the first place -- are muddy, chaotic and boring. Even diehard fans of this genre would be well advised to skip this one.",30/11/2009,770780587,Ninja Assassin
Jeannette Catsoulis,rotten,1186367,New York Times,"This saga, set in Berlin, is more committed to its bloodletting than to any of its characters.",25/11/2009,770780587,Ninja Assassin
Dan Kois,rotten,1186367,Washington Post,A movie that provides plenty of jolts but precious little pleasure.,25/11/2009,770780587,Ninja Assassin
Kyle Smith,fresh,1186367,New York Post,This movie knows exactly what it is: Gonzo silliness about bodies turned into human salsa.,25/11/2009,770780587,Ninja Assassin
Brian Miller,rotten,1186367,Village Voice,"Shouldn't throwing stars be silent? If they're gonna sound like gunshots, why not just use guns?",25/11/2009,770780587,Ninja Assassin
Mick LaSalle,rotten,1186367,San Francisco Chronicle,"It's a gorefest, a borefest and a snorefest.",25/11/2009,770780587,Ninja Assassin
Jason Anderson,rotten,1186367,Toronto Star,"Thanks to the movie's dire script, flat performances and excessively slick, tricked-out fight scenes, it gets increasingly hard to care about anything that goes on here, even when it happens to be visible without the use of night-vision goggles.",25/11/2009,770780587,Ninja Assassin
Stephen Cole,rotten,1186367,Globe and Mail,"This one is simply a diverting, uncommonly violent action flick. No need for an extended critical postmortem. Except to say the Wachowski brothers' trademark seems to have turned into a designer brand dedicated to producing inexpensive knockoffs.",25/11/2009,770780587,Ninja Assassin
Tom Long,fresh,1186367,Detroit News,"Rain is a very talented slaughterer. He could kill you with a pair of tweezers, a hair dryer, two bananas, whatever. Be glad he's a good ninja.",25/11/2009,770780587,Ninja Assassin
J. R. Jones,rotten,1186367,Chicago Reader,"When a movie's first scene shows one thug getting the top of his head sliced off and another being chopped diagonally in half, you know you're not in for much of a dramatic crescendo.",25/11/2009,770780587,Ninja Assassin
Chris Vognar,fresh,1186367,Dallas Morning News,"What's a recovering ninja assassin to do? Why, paint the screen bright red, of course. Splatter it on. We're talking streaks and rivers of blood -- bloody swords, bloody clothes and, my personal favorite, bloody stumps.",25/11/2009,770780587,Ninja Assassin
Stephanie Zacharek,fresh,1186367,Salon.com,"Ninja Assassin lives in the moment, a visceral gouge of a picture, and sections of it move so fast -- and are so intriguingly, dimly lit -- that you have to use your imagination a bit to discern what's happening.",24/11/2009,770780587,Ninja Assassin
Kathleen Murphy,rotten,1186367,MSN Movies,"Heads may roll, torsos get severed and geysers of blood spurt, but no amount of CGI'd gore can save 'Assassin' from being dramatically lame, visually impaired and kinetically flat-footed.",24/11/2009,770780587,Ninja Assassin
Wesley Morris,rotten,1186367,Boston Globe,The credits for Ninja Assassin list two screenwriters and one director. But it's fair to say the movie has come straight out of a box.,24/11/2009,770780587,Ninja Assassin
Joe Williams,rotten,1186367,St. Louis Post-Dispatch,"This amateurish action flick is so lacking in personality or punch, it ought to be titled ""V for Video Store Discount Bin.""",24/11/2009,770780587,Ninja Assassin
Chris Nashawaty,fresh,1186367,Entertainment Weekly,"Let's be honest, killing is this film's business... and business is good.",24/11/2009,770780587,Ninja Assassin
Michael Phillips,rotten,1186367,Chicago Tribune,"McTeigue can barely shoot straight, and the editing is so hack-y, you have to take the stunts and fight choreography on faith.",24/11/2009,770780587,Ninja Assassin
Mike Clark,rotten,114168,USA Today,"Performed to the hilt by Flanery and filmed with conviction by Victor Salva, the movie is finally too solemn to survive its pushy musical strings.",1/01/2000,10466,Powder
Owen Gleiberman,fresh,113627,Entertainment Weekly,"Dark and giddy at the same time, Leaving Las Vegas takes us into dreamy, intoxicated places no movie about an alcoholic has gone before.",7/09/2011,13165,Leaving Las Vegas
Richard Schickel,fresh,113627,TIME Magazine,"We're not talking high, morally instructive tragedy here, just a hard lesson in postmodernist outlawry and its sad little anarchies.",19/09/2008,13165,Leaving Las Vegas
Leonard Klady,fresh,113627,Variety,"The film pulls no punches, takes no prisoners and flies in the face of feel-good pictures.",11/02/2008,13165,Leaving Las Vegas
Jonathan Rosenbaum,fresh,113627,Chicago Reader,"The plot goes nowhere, but under the pornographic circumstances Figgis, Cage, and Shue all do fine jobs.",11/02/2008,13165,Leaving Las Vegas
Geoff Andrew,rotten,113627,Time Out,It certainly has the courage of its convictions.,24/06/2006,13165,Leaving Las Vegas
Janet Maslin,fresh,113627,New York Times,"Small, searing film.",20/05/2003,13165,Leaving Las Vegas
Peter Travers,fresh,113627,Rolling Stone,A uniquely hypnotic and haunting love story sparked by Nicolas Cage and Elisabeth Shue at their career best.,12/05/2001,13165,Leaving Las Vegas
Kenneth Turan,fresh,113627,Los Angeles Times,A film laden with virtues but difficult to embrace.,13/02/2001,13165,Leaving Las Vegas
James Berardinelli,fresh,113627,ReelViews,"Nicolas Cage, who has a track record of immersing himself in parts, gives one of the year's most powerful acting turns.",1/01/2000,13165,Leaving Las Vegas
Mike Clark,fresh,113627,USA Today,"Tough to watch, but haunting enough to deserve its initial praise.",1/01/2000,13165,Leaving Las Vegas
Roger Ebert,fresh,113627,Chicago Sun-Times,"Cage, a resourceful and daring actor, has never been better.",1/01/2000,13165,Leaving Las Vegas
Anna Smith,fresh,114057,Time Out,A highly engaging attempt at Shakespeare's most domestic tragedy.,26/01/2006,13094,Othello
Janet Maslin,fresh,114057,New York Times,Mr. Branagh's superb performance...guarantees this film an immediacy that any audience will understand.,20/05/2003,13094,Othello
,fresh,114057,Hollywood Reporter,Davies has done an admirable job of condensing the sprawling action.,15/10/2002,13094,Othello
Kevin Thomas,fresh,114057,Los Angeles Times,Parker has shown how involving and moving Shakespeare can still be on the screen.,13/02/2001,13094,Othello
Desson Thomson,rotten,114057,Washington Post,"Parker, whose screenplay strips down the original play, merely produces a lackluster essence.",1/01/2000,13094,Othello
